P,Key.cmd,1651851885690305000
P,Key.tab,1651851885808609000
R,Key.cmd,1651851885912781000
R,Key.tab,1651851885928127000
P,'f',1651851893247979000
R,'f',1651851893345648000
P,'a',1651851893469558000
R,'a',1651851893609953000
P,'c',1651851893739517000
R,'c',1651851893827805000
P,'e',1651851893946595000
R,'e',1651851894050812000
P,'b',1651851894422514000
R,'b',1651851894511945000
P,'o',1651851894584314000
R,'o',1651851894632877000
P,'o',1651851894717663000
R,'o',1651851894813544000
P,'k',1651851895365766000
R,'k',1651851895432723000
P,'.',1651851895724468000
R,'.',1651851895824966000
P,'c',1651851896118388000
R,'c',1651851896201706000
P,'o',1651851896217357000
R,'o',1651851896288715000
P,'m',1651851896317469000
R,'m',1651851896429786000
P,Key.enter,1651851896742057000
R,Key.enter,1651851896802811000
P,Key.shift_r,1651851904790775000
P,'I',1651851904926518000
R,Key.shift_r,1651851904982005000
R,'i',1651851905030369000
P,Key.backspace,1651851905733159000
R,Key.backspace,1651851905833431000
P,Key.shift_r,1651851906199067000
P,'I',1651851906330922000
R,Key.shift_r,1651851906374831000
R,'i',1651851906412509000
P,'t',1651851906492350000
R,'t',1651851906580165000
P,Key.space,1651851906629642000
R,Key.space,1651851906723342000
P,'w',1651851906831199000
R,'w',1651851906945172000
P,'a',1651851907081232000
P,'s',1651851907211509000
R,'a',1651851907228010000
R,'s',1651851907333373000
P,Key.space,1651851907351768000
R,Key.space,1651851907478225000
P,'i',1651851907706488000
R,'i',1651851907774425000
P,'n',1651851907812264000
R,'n',1651851907911824000
P,'p',1651851908272035000
R,'p',1651851908378245000
P,Key.backspace,1651851908842279000
R,Key.backspace,1651851908970338000
P,'s',1651851909057177000
R,'s',1651851909170528000
P,'p',1651851909189988000
R,'p',1651851909286272000
P,'i',1651851909442340000
R,'i',1651851909522391000
P,'r',1651851909554112000
R,'r',1651851909647558000
P,'i',1651851909670860000
R,'i',1651851909783285000
P,'n',1651851909880992000
R,'n',1651851909957118000
P,'g',1651851909988097000
R,'g',1651851910088026000
P,Key.space,1651851910095496000
R,Key.space,1651851910184179000
P,'h',1651851910422986000
R,'h',1651851910507155000
P,'o',1651851910578263000
R,'o',1651851910683958000
P,'w',1651851910696415000
R,'w',1651851910788201000
P,Key.space,1651851910845348000
R,Key.space,1651851910935081000
P,'t',1651851910961780000
P,'h',1651851911055801000
R,'t',1651851911056547000
R,'h',1651851911124147000
P,'e',1651851911750915000
R,'e',1651851911830998000
P,Key.space,1651851911872843000
R,Key.space,1651851911994886000
P,'t',1651851912792352000
R,'t',1651851912861969000
P,'e',1651851913029322000
R,'e',1651851913068476000
P,Key.backspace,1651851913920921000
R,Key.backspace,1651851914005054000
P,Key.backspace,1651851914115268000
R,Key.backspace,1651851914188169000
P,'t',1651851915240861000
R,'t',1651851915317019000
P,'e',1651851915435763000
R,'e',1651851915531999000
P,'a',1651851915665781000
P,'m',1651851915754028000
R,'a',1651851915780957000
R,'m',1651851915873587000
P,Key.space,1651851915878477000
R,Key.space,1651851915990139000
P,'c',1651851917550107000
R,'c',1651851917594154000
P,'a',1651851917786899000
R,'a',1651851917895032000
P,'m',1651851918003751000
P,'e',1651851918091667000
R,'m',1651851918118395000
R,'e',1651851918179900000
P,Key.space,1651851918258665000
R,Key.space,1651851918346799000
P,'t',1651851918634376000
R,'t',1651851918669912000
P,'o',1651851918714782000
R,'o',1651851918811580000
P,'g',1651851919236582000
R,'g',1651851919332869000
P,'e',1651851919490961000
R,'e',1651851919621995000
P,'t',1651851919672891000
R,'t',1651851919769040000
P,'h',1651851919798667000
R,'h',1651851919878405000
P,'e',1651851919900642000
P,'r',1651851920013771000
R,'e',1651851920069146000
R,'r',1651851920126670000
P,Key.space,1651851920151632000
R,Key.space,1651851920267993000
P,'a',1651851920555784000
R,'a',1651851920650761000
P,'n',1651851920672503000
P,'d',1651851920761818000
R,'n',1651851920762891000
R,'d',1651851920857976000
P,Key.space,1651851920900912000
R,Key.space,1651851921008799000
P,'r',1651851921231776000
P,'e',1651851921319788000
R,'r',1651851921338932000
R,'e',1651851921448161000
P,'a',1651851921615682000
R,'a',1651851921646719000
P,'l',1651851921682793000
R,'l',1651851921802143000
P,'i',1651851921864575000
R,'i',1651851921973102000
P,'z',1651851922060263000
R,'z',1651851922115929000
P,'e',1651851922275591000
R,'e',1651851922351970000
P,'d',1651851922379916000
R,'d',1651851922524121000
P,Key.space,1651851922537040000
R,Key.space,1651851922631675000
P,'t',1651851922656994000
P,'h',1651851922752841000
R,'t',1651851922754055000
R,'h',1651851922853042000
P,'a',1651851922888751000
R,'a',1651851923008799000
P,'t',1651851923101617000
R,'t',1651851923185982000
P,Key.space,1651851923215115000
R,Key.space,1651851923311662000
P,Key.backspace,1651851923838658000
R,Key.backspace,1651851923907432000
P,Key.backspace,1651851923986820000
R,Key.backspace,1651851924046193000
P,Key.backspace,1651851924121755000
R,Key.backspace,1651851924194283000
P,Key.backspace,1651851924257084000
R,Key.backspace,1651851924348812000
P,Key.backspace,1651851924411122000
R,Key.backspace,1651851924498937000
P,'h',1651851924967643000
R,'h',1651851925051796000
P,'o',1651851925114639000
R,'o',1651851925234929000
P,'w',1651851925259505000
R,'w',1651851925363469000
P,Key.space,1651851925388614000
R,Key.space,1651851925488845000
P,'i',1651851925666646000
R,'i',1651851925745901000
P,'m',1651851925897873000
R,'m',1651851925997729000
P,'p',1651851926105797000
P,'o',1651851926198223000
R,'p',1651851926235592000
R,'o',1651851926297778000
P,'e',1651851926310794000
P,'t',1651851926411273000
R,'e',1651851926475319000
R,'t',1651851926531137000
P,Key.backspace,1651851926945478000
R,Key.backspace,1651851927013747000
P,Key.backspace,1651851927085725000
R,Key.backspace,1651851927158790000
P,'r',1651851927183501000
P,'t',1651851927289055000
R,'r',1651851927391951000
R,'t',1651851927419339000
P,'a',1651851927551651000
R,'a',1651851927659781000
P,'n',1651851927691436000
R,'n',1651851927787617000
P,'t',1651851927791669000
R,'t',1651851927904174000
P,Key.space,1651851927946365000
R,Key.space,1651851928066485000
P,'f',1651851928662417000
P,'o',1651851928778442000
R,'f',1651851928782007000
P,'r',1651851928858763000
R,'o',1651851928889476000
R,'r',1651851928966839000
P,Key.space,1651851929002130000
R,Key.space,1651851929138983000
P,Key.backspace,1651851930605418000
R,Key.backspace,1651851930668026000
P,Key.backspace,1651851930749319000
R,Key.backspace,1651851930806524000
P,Key.backspace,1651851930866557000
R,Key.backspace,1651851930950304000
P,Key.backspace,1651851931324428000
R,Key.backspace,1651851931404866000
P,'i',1651851931586451000
R,'i',1651851931670675000
P,'t',1651851931703321000
R,'t',1651851931803816000
P,Key.space,1651851931825287000
R,Key.space,1651851931914000000
P,'w',1651851932002733000
R,'w',1651851932095139000
P,'a',1651851932219350000
P,'s',1651851932315209000
R,'a',1651851932334325000
P,Key.space,1651851932407663000
R,'s',1651851932426415000
R,Key.space,1651851932527479000
P,'f',1651851932625579000
R,'f',1651851932702566000
P,'o',1651851932731215000
R,'o',1651851932827386000
P,'r',1651851932834752000
R,'r',1651851932934901000
P,Key.space,1651851932991531000
P,'t',1651851933059295000
R,Key.space,1651851933090043000
R,'t',1651851933163435000
P,'h',1651851933196552000
R,'h',1651851933276295000
P,'e',1651851933288321000
R,'e',1651851933416983000
P,'m',1651851933518210000
R,'m',1651851933670533000
P,Key.space,1651851933684407000
R,Key.space,1651851933784534000
P,'t',1651851933983429000
R,'t',1651851934067572000
P,'o',1651851934081736000
R,'o',1651851934234567000
P,Key.space,1651851934446330000
R,Key.space,1651851934550737000
P,'p',1651851935261369000
R,'p',1651851935333489000
P,'e',1651851935374952000
P,'r',1651851935486374000
R,'e',1651851935581914000
R,'r',1651851935613487000
P,'f',1651851935761598000
R,'f',1651851935849508000
P,'o',1651851935885238000
R,'o',1651851935981491000
P,'r',1651851935998205000
R,'r',1651851936098422000
P,'m',1651851936172485000
R,'m',1651851936302500000
P,Key.space,1651851936326074000
R,Key.space,1651851936414786000
P,'w',1651851937003308000
R,'w',1651851937114657000
P,'e',1651851937279302000
R,'e',1651851937350342000
P,'l',1651851937804154000
R,'l',1651851937888604000
P,'l',1651851937950243000
R,'l',1651851938014201000
P,Key.space,1651851938163064000
R,Key.space,1651851938246402000
P,'i',1651851938501238000
R,'i',1651851938565546000
P,'n',1651851938607042000
R,'n',1651851938722094000
P,Key.space,1651851939052287000
R,Key.space,1651851939131537000
P,'s',1651851939236295000
R,'s',1651851939332358000
P,'c',1651851939476393000
R,'c',1651851939540485000
P,'h',1651851939556381000
R,'h',1651851939660791000
P,'o',1651851939871793000
